Date,Close,index,Rolling correlation
10/1/17,121.0399987,477.55,0.831710643
10/2/17,120.769997,483.32,0.82464431
10/3/17,120.830002,469.5,0.819568235
10/4/17,121.169998,465.19,0.816341928
10/5/17,120.519997,479.89,0.809746112
10/6/17,121.089996,481.09,0.804272868
10/7/17,121.419998,489.2566667,0.79913052
10/8/17,121.75,497.4233333,0.794653345
10/9/17,122.080002,505.59,0.791243264
10/10/17,122.400002,516.28,0.787500907
10/11/17,122.790001,516.52,0.785234214
10/12/17,122.889999,548.77,0.779883525
10/13/17,123.82,577.14,0.77543982
10/14/17,123.536667,582.6933333,0.767931495
10/15/17,123.253334,588.2466667,0.75709628
10/16/17,122.970001,593.8,0.742584237
10/17/17,122.129997,580.24,0.720929712
10/18/17,121.669998,552.37,0.702908302
10/19/17,122.389999,571.49,0.683096951
10/20/17,121.610001,600.36,0.651117894
10/21/17,121.673335,592.8833333,0.618993378
10/22/17,121.736669,585.4066667,0.586270015
10/23/17,121.800003,577.93,0.552499737
10/24/17,121.330002,574.24,0.521611541
10/25/17,121.349998,566.62,0.486499092
10/26/17,120.330002,581.93,0.445304023
10/27/17,120.900002,572.09,0.413291584
10/28/17,120.976667,581.3566667,0.379936985
10/29/17,121.053332,590.6233333,0.345386982
10/30/17,121.129997,599.89,0.309817793
10/31/17,120.669998,617.94,0.257375765
11/1/17,121.110001,630.71,0.213652727
11/2/17,121.190002,652.73,0.16626302
11/3/17,120.620003,680.62,0.117023659
11/4/17,120.963336,676.4366667,0.073854449
11/5/17,121.306669,672.2533333,0.035749508
11/6/17,121.650002,668.07,0.001900868
11/7/17,121.209999,661.63,-0.03614203
11/8/17,121.629997,692.3,-0.07679805
11/9/17,122.129997,692.68,-0.108966098
11/10/17,121.129997,624.29,-0.158980576
11/11/17,121.1899973,627.8466667,-0.207341703
11/12/17,121.2499977,631.4033333,-0.253297829
11/13/17,121.309998,634.96,-0.29620217
11/14/17,121.559998,662.15,-0.331373243
11/15/17,121.410004,699.71,-0.356742506
11/16/17,121.400002,738.64,-0.372384255
11/17/17,122.860001,735.21,-0.365760551
11/18/17,122.3433333,754.1,-0.365736297
11/19/17,121.8266657,772.99,-0.372222704
11/20/17,121.309998,791.88,-0.384900524
11/21/17,121.510002,793.32,-0.403366396
11/22/17,122.629997,794.39,-0.39971598
11/23/17,122.4749985,813.44,-0.394691897
11/24/17,122.32,829.86,-0.393502642
11/25/17,122.4900007,868.9533333,-0.387051931
11/26/17,122.6600013,908.0466667,-0.375529485
11/27/17,122.830002,947.14,-0.359386594
11/28/17,122.809998,968.17,-0.347083416
11/29/17,122.040001,916.27,-0.348642583
11/30/17,121.099998,924.09,-0.362651271
12/1/17,121.589996,1038.17,-0.365463228
12/2/17,121.4533307,1055.346667,-0.368176312
12/3/17,121.3166653,1072.523333,-0.371115538
12/4/17,121.18,1089.7,-0.374635575
12/5/17,120.32,1113.49,-0.390054711
12/6/17,120.07,1204.26,-0.407373247
12/7/17,118.489998,1357.41,-0.447305295
12/8/17,118.480003,1333.98,-0.483069241
12/9/17,118.323336,1396.633333,-0.516302798
12/10/17,118.166669,1459.286667,-0.547420678
12/11/17,118.010002,1521.94,-0.577003861
12/12/17,118.150002,1590,-0.604397097
12/13/17,119.169998,1580.85,-0.618573874
12/14/17,118.93,1620.36,-0.643486615
12/15/17,119.18,1724.49,-0.660513452
12/16/17,119.3633343,1778.936667,-0.673301475
12/17/17,119.5466687,1833.383333,-0.681470632
12/18/17,119.730003,1887.83,-0.684796917
12/19/17,119.82,1912.02,-0.691555755
12/20/17,120.139999,1862.2,-0.689595132
12/21/17,120.309998,1732.11,-0.690507677
12/22/17,120.940002,1622.23,-0.686262988
12/23/17,121.1475008,1619.173333,-0.678855224
12/24/17,121.3549995,1616.116667,-0.668011584
12/25/17,121.5624983,1613.06,-0.653605759
12/26/17,121.769997,1767.29,-0.631535582
12/27/17,122.230003,1691.21,-0.60235994
12/28/17,122.849998,1606.25,-0.567394565
12/29/17,123.650002,1705.03,-0.511495058
12/30/17,124.025002,1687.82,-0.450679597
12/31/17,124.400002,1670.61,-0.385409351
1/1/18,124.775002,1653.4,-0.316052499
1/2/18,125.150002,1855.82,-0.235109722
1/3/18,124.82,1935.2,-0.170772766
1/4/18,125.459999,1931.22,-0.101987857
1/5/18,125.330002,2040.07,-0.041579282
1/6/18,125.323334,2027.476667,0.009006221
1/7/18,125.316666,2014.883333,0.051331582
1/8/18,125.309998,2002.29,0.086647411
1/9/18,124.730003,2007.11,0.11295153
1/10/18,125.029999,1998.17,0.141295043
1/11/18,125.440002,1869.58,0.161862943
1/12/18,126.959999,1946.63,0.19590824
1/13/18,127.0124987,1943.23,0.227861597
1/14/18,127.0649985,1939.83,0.258222112
1/15/18,127.1174983,1936.43,0.287407195
1/16/18,127.169998,1489.09,0.297923033
1/17/18,126.139999,1461.13,0.309381349
1/18/18,125.860001,1641.23,0.325709816
1/19/18,126.419998,1565.33,0.344887223
1/20/18,126.496666,1516.406667,0.359954509
1/21/18,126.573334,1467.483333,0.371048746
1/22/18,126.650002,1418.56,0.378312785
1/23/18,127.279999,1512.08,0.383441878
1/24/18,128.830002,1523.29,0.384367288
1/25/18,127.970001,1551.51,0.391076504
1/26/18,128.070007,1503.73,0.391506767
1/27/18,127.830004,1528.226667,0.393225515
1/28/18,127.590001,1552.723333,0.396001694
1/29/18,127.349998,1577.22,0.399658259
1/30/18,126.800003,1410.59,0.396370397
1/31/18,127.650002,1433.22,0.392499542
2/1/18,128.070007,1301.26,0.378327255
2/2/18,126.389999,1176.53,0.366442056
2/3/18,126.4966657,1105.51,0.352225462
2/4/18,126.6033323,1034.49,0.335536642
2/5/18,126.709999,963.47,0.316263988
2/6/18,125.379997,1030.28,0.301248415
2/7/18,124.790001,1104.32,0.290867291
2/8/18,124.980003,1122.48,0.280441341
2/9/18,124.769997,1183.1,0.268609268
2/10/18,124.969999,1192.843333,0.257542444
2/11/18,125.170001,1202.586667,0.247388713
2/12/18,125.370003,1212.33,0.238296898
2/13/18,126.080002,1191.96,0.224554413
2/14/18,128.229996,1280.99,0.211170109
2/15/18,128.380005,1349.89,0.202557131
2/16/18,127.959999,1356,0.188051571
2/17/18,127.5299988,1385.016667,0.174485901
2/18/18,127.0999985,1414.033333,0.161527932
2/19/18,126.6699982,1443.05,0.148874778
2/20/18,126.239998,1460.19,0.137562004
2/21/18,125.660004,1290.94,0.121977646
2/22/18,126.300003,1251.78,0.104089359
2/23/18,126.139999,1262.12,0.095036742
2/24/18,126.2433317,1273.4,0.082239099
2/25/18,126.3466643,1284.68,0.065634966
2/26/18,126.449997,1295.96,0.045125149
2/27/18,125.129997,1332.76,0.027239488
2/28/18,125,1319.42,0.015977841
3/1/18,124.720001,1352.01,0.003813862
3/2/18,125.389999,1335.4,-0.01101172
3/3/18,125.3199993,1346.196667,-0.024560405
3/4/18,125.2499997,1356.993333,-0.03677161
3/5/18,125.18,1367.79,-0.047603359
3/6/18,126.529999,1267.72,-0.062938334
3/7/18,125.720001,1159.64,-0.084986996
3/8/18,125.419998,1117.29,-0.113625581
3/9/18,125.540001,1080.87,-0.135553261
3/10/18,125.540001,1076.5,-0.157892191
3/11/18,125.540001,1072.13,-0.180541033
3/12/18,125.540001,1067.76,-0.203404576
3/13/18,125.779999,1078.67,-0.231410112
3/14/18,125.699997,980.04,-0.254670264
3/15/18,124.900002,962.01,-0.26831818
3/16/18,124.599998,1002.24,-0.283107773
3/17/18,124.6899997,984.7466667,-0.293871284
3/18/18,124.7800013,967.2533333,-0.30036925
3/19/18,124.870003,949.76,-0.302297329
3/20/18,124.309998,1022.52,-0.295411738
3/21/18,126.480003,1011.2,-0.300391882
3/22/18,125.980003,973.76,-0.29934779
3/23/18,127.610001,969.27,-0.298719872
3/24/18,127.8333337,940.7733333,-0.294574074
3/25/18,128.0566663,912.2766667,-0.286774727
3/26/18,128.279999,883.78,-0.275125696
3/27/18,127.489998,875.45,-0.253456785
3/28/18,125.730003,870.32,-0.218595251
3/29/18,125.790001,799.16,-0.192588974
3/30/18,126.1575013,744.45,-0.179649304
3/31/18,126.5250015,749.1333333,-0.170145805
4/1/18,126.8925018,753.8166667,-0.164115396
4/2/18,127.260002,758.5,-0.161621064
4/3/18,126.300003,816.37,-0.130887926
4/4/18,126.449997,749.73,-0.107895119
4/5/18,125.800003,740.29,-0.083039262
4/6/18,126.389999,722.68,-0.063029979
4/7/18,126.5333327,727.4366667,-0.04769593
4/8/18,126.6766663,732.1933333,-0.03733598
4/9/18,126.82,736.95,-0.032077074
4/10/18,127.120003,761.13,-0.027475204
4/11/18,128.110001,778.24,-0.025508672
4/12/18,126.620003,865.28,-0.014201292
4/13/18,127.449997,932.02,-0.002793666
4/14/18,127.509997,929.0666667,0.009655863
4/15/18,127.569997,926.1133333,0.023271632
4/16/18,127.629997,923.16,0.038196283
4/17/18,127.75,922.2,0.069477036
4/18/18,127.849998,963.23,0.097604454
4/19/18,127.599998,1003.66,0.11632952
4/20/18,126.629997,1068.33,0.107173281
4/21/18,126.2933323,1084.693333,0.096859869
4/22/18,125.9566677,1101.056667,0.084347217
4/23/18,125.620003,1117.42,0.068451368
4/24/18,126.230003,1222.89,0.058400779
4/25/18,125.410004,1124.97,0.062453981
4/26/18,124.970001,1119.56,0.074869318
4/27/18,125.5,1159.56,0.074178413
4/28/18,125.1966653,1174.28,0.07035626
4/29/18,124.8933307,1189,0.063254552
4/30/18,124.589996,1203.72,0.052917659
5/1/18,123.709999,1161.16,0.031899073
5/2/18,123.650002,1197.19,-0.020099402
5/3/18,124.279999,1272.23,-0.065753973
5/4/18,124.540001,1277.2,-0.110495314
5/5/18,124.5500007,1267.306667,-0.154482318
5/6/18,124.5600003,1257.413333,-0.197464402
5/7/18,124.57,1247.52,-0.239297244
5/8/18,124.589996,1225.31,-0.25955049
5/9/18,124.330002,1229.14,-0.298308028
5/10/18,125.18,1195.17,-0.328218614
5/11/18,125,1108.12,-0.330147288
5/12/18,124.8299993,1121.09,-0.331090103
5/13/18,124.6599987,1134.06,-0.330786729
5/14/18,124.489998,1147.03,-0.328957553
5/15/18,122.480003,1106.34,-0.319412764
5/16/18,122.290001,1065.35,-0.302726255
5/17/18,122.360001,1050.51,-0.285483956
5/18/18,122.410004,1058.74,-0.269270511
5/19/18,122.433337,1063.116667,-0.255489726
5/20/18,122.45667,1067.493333,-0.244147337
5/21/18,122.480003,1071.87,-0.23525157
5/22/18,122.410004,1036.99,-0.225843674
5/23/18,122.540001,940.42,-0.227678417
5/24/18,123.589996,951.08,-0.249382799
5/25/18,123.209999,926.08,-0.263700549
5/26/18,123.2049998,909.8133333,-0.275736022
5/27/18,123.2000005,893.5466667,-0.284818533
5/28/18,123.1950013,877.28,-0.290296368
5/29/18,123.190002,922.43,-0.296595411
5/30/18,123.370003,897.69,-0.287329245
5/31/18,123.099998,936.83,-0.284876385
6/1/18,122.489998,925.76,-0.277290514
6/2/18,122.4499997,933.1033333,-0.273281955
6/3/18,122.4100013,940.4466667,-0.2729825
6/4/18,122.370003,947.79,-0.276581146
6/5/18,122.849998,969.42,-0.273227713
6/6/18,122.919998,953.26,-0.267863498
6/7/18,122.860001,973.11,-0.262339661
6/8/18,123.010002,961.81,-0.265042991
6/9/18,123.0833357,917.78,-0.265133827
6/10/18,123.1566693,873.75,-0.262635357
6/11/18,123.230003,829.72,-0.257526216
6/12/18,122.82,790.99,-0.257343234
6/13/18,123.190002,757.99,-0.243368728
6/14/18,123.379997,819.02,-0.233944132
6/15/18,121.339996,797.78,-0.204909837
6/16/18,121.263331,802.9866667,-0.178384985
6/17/18,121.186666,808.1933333,-0.154156639
6/18/18,121.110001,813.4,-0.132036955
6/19/18,120.800003,825.72,-0.112854163
6/20/18,120.260002,821.87,-0.087707477
6/21/18,120.050003,812.45,-0.061458043
6/22/18,120.339996,739.66,-0.028949804
6/23/18,120.189997,736.29,0.002294598
6/24/18,120.039998,732.92,0.032421039
6/25/18,119.889999,729.55,0.061585694
6/26/18,119.260002,708.54,0.094705631
6/27/18,118.580002,704.79,0.12588646
6/28/18,118.220001,698.14,0.158526012
6/29/18,118.650002,666.15,0.190336341
6/30/18,118.2533343,701.5033333,0.219722503
7/1/18,117.8566667,736.8566667,0.247033433
7/2/18,117.459999,772.21,0.272620563
7/3/18,118.650002,765.6,0.294603079
7/4/18,118.8500025,776.52,0.310032265
7/5/18,119.050003,750.65,0.33112641
7/6/18,118.860001,755.49,0.357509823
7/7/18,118.956668,759.51,0.384973714
7/8/18,119.053335,763.53,0.413750299
7/9/18,119.150002,767.55,0.44412405
7/10/18,118.93,719.9,0.466874729
7/11/18,117.639999,715.89,0.498397172
7/12/18,118.129997,697.26,0.527024318
7/13/18,117.610001,699.31,0.561318681
7/14/18,117.5900017,722.8833333,0.594312755
7/15/18,117.5700023,746.4566667,0.626329054
7/16/18,117.550003,770.03,0.657651877
7/17/18,116.279999,830.15,0.681482588
7/18/18,116.309998,829.31,0.711583939
7/19/18,115.809998,821.19,0.721459292
7/20/18,116.559998,792.37,0.733169901
7/21/18,116.373332,801.78,0.744693551
7/22/18,116.186666,811.19,0.756083478
7/23/18,116,820.6,0.767398349
7/24/18,116.040001,868.24,0.776133912
7/25/18,116.68,863.03,0.784236724
7/26/18,115.769997,871.21,0.783864297
7/27/18,115.830002,861.1,0.777077744
7/28/18,115.770002,854.36,0.769433923
7/29/18,115.710002,847.62,0.761203578
7/30/18,115.650002,840.88,0.752675552
7/31/18,115.989998,802.22,0.744073901
8/1/18,115.139999,783.05,0.738515596
8/2/18,114.519997,770.42,0.733065013
8/3/18,114.919998,761.85,0.727351148
8/4/18,114.7233327,750.3433333,0.722053253
8/5/18,114.5266673,738.8366667,0.717530408
8/6/18,114.330002,727.33,0.714179591
8/7/18,114.589996,724.07,0.713516792
8/8/18,114.910004,648.08,0.717217113
8/9/18,114.739998,659.35,0.719759393
8/10/18,114.690002,648.72,0.721666888
8/11/18,114.1133343,631,0.724447062
8/12/18,113.5366667,613.28,0.728196945
8/13/18,112.959999,595.56,0.733001565
8/14/18,113.07,564.43,0.737943221
8/15/18,111.190002,599.76,0.743944077
8/16/18,111.099998,607.26,0.744356276
8/17/18,112.129997,627.56,0.742850386
8/18/18,112.3166653,622.9233333,0.741603522
8/19/18,112.5033337,618.2866667,0.740825892
8/20/18,112.690002,613.65,0.740820411
8/21/18,113.019997,605.64,0.747930229
8/22/18,113.269997,600.11,0.753325961
8/23/18,112.199997,601.15,0.758849956
8/24/18,114.160004,619.87,0.761627805
8/25/18,114.3033347,623.83,0.764379456
8/26/18,114.4466653,627.79,0.767269783
8/27/18,114.589996,631.75,0.770513122
8/28/18,113.68,671.18,0.771949348
8/29/18,114.199997,658.97,0.770206246
8/30/18,113.639999,635.86,0.767227383
8/31/18,113.510002,660.17,0.764336901
9/1/18,113.3650015,669.67,0.7612851
9/2/18,113.220001,679.17,0.758176997
9/3/18,113.0750005,688.67,0.755146704
9/4/18,112.93,687.51,0.749063389
9/5/18,113.32,622.22,0.746730036
9/6/18,113.540001,584.98,0.741706905
9/7/18,113.230003,578.76,0.738221504
9/8/18,113.203336,571.19,0.734072298
9/9/18,113.176669,563.62,0.729232263
9/10/18,113.150002,556.05,0.723667792
9/11/18,113.220001,543.58,0.714981832
9/12/18,114.169998,545.07,0.701799268
9/13/18,113.760002,568.18,0.689457298
9/14/18,113.019997,579.37,0.677410368
9/15/18,113.216665,569.1833333,0.665478922
9/16/18,113.413333,558.9966667,0.655865577
9/17/18,113.610001,548.81,0.651126838
9/18/18,113.440002,560.34,0.653703959
9/19/18,113.879997,570.35,0.663874131
9/20/18,114.269997,576.6,0.660488618
9/21/18,113.489998,635.28,0.658560323
9/22/18,113.4833323,628.2766667,0.655800558
9/23/18,113.4766667,621.2733333,0.652097937
9/24/18,113.470001,614.27,0.647327487
9/25/18,113.650002,578.19,0.640012864
9/26/18,113.050003,601.61,0.633641848
9/27/18,112.050003,626.68,0.626306718
9/28/18,112.760002,619.37,0.632410996
9/29/18,112.696668,617.37,0.639258446
9/30/18,112.633334,615.37,0.646873061
10/1/18,112.57,613.37,0.655277033
10/2/18,113.870003,611.38,0.66435511
10/3/18,113.419998,596.41,0.672377611
10/4/18,113.480003,611.28,0.679924675
10/5/18,113.800003,607.4,0.696153611
10/6/18,113.3800023,611.1433333,0.704303256
10/7/18,112.9600017,614.8866667,0.706024088
10/8/18,112.540001,618.63,0.703200213
10/9/18,112.599998,611.47,0.702864722
10/10/18,112.879997,606.76,0.701412105
10/11/18,115.779999,560.23,0.688091454
10/12/18,115.230003,561,0.677733925
10/13/18,115.4866687,566.9366667,0.665389974
10/14/18,115.7433343,572.8733333,0.650769921
10/15/18,116,578.81,0.633501725
10/16/18,115.800003,585.49,0.630573552
10/17/18,115.790001,586.01,0.620132
10/18/18,115.919998,578.93,0.614774145
10/19/18,116.010002,578.3,0.603752793
10/20/18,115.910001,578.76,0.588207646
10/21/18,115.81,579.22,0.568031194
10/22/18,115.709999,579.68,0.542909572
10/23/18,116.389999,580.64,0.505320366
10/24/18,116.660004,582.05,0.464007322
10/25/18,116.400002,579.98,0.430810888
10/26/18,116.769997,578.91,0.388480305
10/27/18,116.616664,572.4666667,0.346244651
10/28/18,116.463331,566.0233333,0.304485506
10/29/18,116.309998,559.58,0.263557023
10/30/18,115.800003,560.02,0.220836184
10/31/18,115.150002,566.27,0.167419466
11/1/18,116.629997,567.61,0.11698713
11/2/18,116.650002,575.88,0.064953941
11/3/18,116.556669,580.51,0.012833528
11/4/18,116.463336,585.14,-0.040440344
11/5/18,116.370003,589.77,-0.096328494
11/6/18,116.040001,602.16,-0.155651895
11/7/18,116.029999,608.47,-0.19075649
11/8/18,115.779999,597.19,-0.213520496
11/9/18,114.480003,586.92,-0.248675628
11/10/18,114.20667,586.88,-0.280072042
11/11/18,113.933337,586.84,-0.307151016
11/12/18,113.660004,586.8,-0.329281395
11/13/18,113.699997,581.3,-0.362414886
11/14/18,114.639999,499.59,-0.368580714
11/15/18,114.769997,500.41,-0.379775194
11/16/18,115.620003,499.46,-0.402260166
11/17/18,115.636668,480.7933333,-0.414204798
11/18/18,115.653333,462.1266667,-0.421183681
11/19/18,115.669998,443.46,-0.428547046
11/20/18,115.669998,389.38,-0.43400701
11/21/18,115.860001,399.68,-0.446382169
11/22/18,115.814999,397.22,-0.455657762
11/23/18,115.769997,374.9,-0.453808329
11/24/18,115.7266643,358.62,-0.451672698
11/25/18,115.6833317,342.34,-0.449173912
11/26/18,115.639999,326.06,-0.44624818
11/27/18,114.949997,329.47,-0.430320714
11/28/18,115.379997,381.9,-0.430611186
11/29/18,115.739998,367.03,-0.437271251
11/30/18,115.540001,348.57,-0.439151864
12/1/18,115.830002,344.12,-0.446509842
12/2/18,116.120003,339.67,-0.458719903
12/3/18,116.410004,335.22,-0.475181576
12/4/18,117.120003,337.32,-0.493185076
12/5/18,117.130001,324.16,-0.513723096
12/6/18,117.139999,310.56,-0.529822838
12/7/18,118.089996,284.87,-0.553896339
12/8/18,117.9533307,286.67,-0.572401695
12/9/18,117.8166653,288.47,-0.586281567
12/10/18,117.68,290.27,-0.596163789
12/11/18,117.540001,284.5,-0.60308429
12/12/18,117.790001,293.49,-0.614535885
12/13/18,117.529999,275.97,-0.6256084
12/14/18,117.059998,268.73,-0.632444867
12/15/18,117.3299997,281.52,-0.641469912
12/16/18,117.6000013,294.31,-0.651836736
12/17/18,117.870003,307.1,-0.662835354
