BTCDR,ETFDR,GOLDDR,CRYPTDR,FBE,FFL,TBE
-0.013929565,0.001705574,0.003146539,,0,-0.007874016,-0.00462963
0.081639472,-0.008513319,-0.005377147,,0.011363636,0.015873016,0.004651163
-0.006727419,0.00070249,0.000375432,,-0.027624309,-0.01953125,0
-0.050987439,-0.004524134,-0.004353374,,0.011173184,0.015936255,0.00462963
0.029767323,0.006973803,0.005779621,,0.001865671,-0.001307189,-0.001536098
-0.010289776,0.006925505,0.005746408,,0.001869159,-0.001308901,-0.001538462
0.1928759,0.006877873,0.005713576,,0.001872659,-0.001310616,-0.001540832
-0.001467593,-0.01235705,-0.010892923,,-0.005586592,0.011811024,0.009259259
-0.001904676,0.001632002,0.001648187,,-0.005555556,-0.003891051,0
-0.002479302,0.009930941,0.006207928,,-0.02173913,0.0078125,0.013761468
-0.05228512,-0.008296858,-0.007433286,,0.005464481,0.019379845,0.009049774
-0.018596519,0.00010331,0.002171797,,-0.009025271,-0.00887199,-0.001494768
0.0315977,0.0001033,0.00216709,,-0.008944543,-0.008951407,-0.001497006
-0.014396508,0.000103289,0.002162404,,-0.008865248,-0.009032258,-0.00149925
0.010067061,0.005653186,0.00171131,,0.010752688,-0.0078125,-0.009009009
-0.003169797,0.014631095,0.014632697,,0.021978022,0.007874016,-0.004545455
0.00955545,0.003415392,0.00204978,,0.04,0.01171875,-0.00913242
-0.014636287,0.006731707,0.011835184,,0.005747126,0.003861004,0
0.011641221,-0.003656416,-0.00156438,,-0.011363636,-0.005128205,0.001536098
-0.007875872,-0.003669835,-0.001566831,,-0.011235955,-0.005154639,0.001533743
-0.013843862,-0.003683352,-0.00156929,,-0.011111111,-0.005181347,0.001531393
-0.012116528,-0.007748435,-0.016467174,,0.016949153,0.01171875,0
-0.008041221,-0.019369156,-0.01312878,,0.023121387,0,-0.009174312
-0.03462603,-0.001795573,-0.008221226,,-0.011428571,-0.030888031,-0.013888889
-0.029349321,0.004770843,0.006782216,,-0.022346369,-0.007968127,0.004694836
-0.011286287,-0.005941727,-0.006287425,,0,0.002677376,0.001557632
-0.006668554,-0.005977242,-0.006327207,,0,0.002670227,0.00155521
0.039446115,-0.006013185,-0.006367495,,0,0.002663116,0.001552795
0.000865598,0.001822825,0.002059811,,0.052941176,0.027888446,-0.004651163
-0.005291848,-0.007910766,-0.007232585,,-0.028571429,-0.019379845,0
-0.188675802,-0.006538617,-0.006134969,,0.011560694,0,-0.004672897
0.051835693,-0.000240774,-0.000925926,,0.005813953,0.003952569,0
-0.009066589,-0.002542274,-0.00077232,,0.003891051,0.002624672,0
-0.062908716,-0.002548753,-0.000772917,,0.00390625,0.002617801,0
-0.007108825,-0.002555267,-0.000773515,,0.003921569,0.002610966,0
0.046770138,-0.001779807,-0.006192909,,-0.005847953,0.00390625,0.004694836
-0.086198066,0.007537086,0.006387288,,-0.005813953,-0.003891051,0
0.017335407,-0.003217519,-0.00619195,,0.023809524,0.015625,0
0.006314114,0.013315058,0.010358255,,-0.01754386,-0.019230769,-0.004672897
0.032134446,-0.001752,0.000436805,,0.019880716,0.010457516,-0.001564945
-0.003048233,-0.001755075,0.000436614,,0.020283976,0.010349288,-0.001567398
-0.024052169,-0.001758161,0.000436423,,0.020703934,0.010243278,-0.001569859
0.008150451,0.009446737,0.008083141,,-0.058479532,-0.045627376,-0.004716981
-0.022867623,0.001824126,-0.005880107,,0.005882353,0.027888446,0.014218009
-0.175162912,0.005462334,0.014364726,,0.00591716,0.003875969,0
0.152723618,-0.000629887,-0.001893222,,0.030487805,0.011583012,-0.004672897
0.000401476,0.002416025,0.001972686,,-0.014028056,-0.008905852,0
-0.016748354,0.002410201,0.001968802,,-0.013833992,-0.00898588,0
0.108012549,0.002404406,0.001964933,,-0.013645224,-0.009067357,0
0.123802549,-0.018459132,-0.020968472,,0.017857143,0.019607843,0.004694836
0.022904035,0.000398462,0.002696456,,-0.028901734,0.003846154,0.014018692
-0.059598593,-0.006292823,-0.001920861,,-0.112820513,-0.053639847,0.01843318
-0.032901648,-0.001022048,0,,-0.002557545,-0.004048583,-0.001131222
0.045700466,-0.001023094,0,,-0.00255102,-0.004065041,-0.001132503
-0.006772801,-0.001024142,0,,-0.002544529,-0.004081633,-0.001133787
-0.004807615,-0.001025191,0,,-0.002538071,-0.004098361,-0.001135074
-0.015831842,-0.003702503,-0.00939184,,-0.005050505,0.004115226,0.004545455
0.006925259,-0.000161553,-0.001165682,,0,0,0
0.01864837,0.006464092,0.004823777,,-0.005025126,-0.004098361,0
-0.077959498,0.006984602,0.007588076,,0.015306122,0.004115226,-0.004524887
-0.006171863,-0.001461646,-0.000589154,,0.001703577,-0.004098361,-0.003030303
-0.048432079,-0.001463787,-0.000589502,,0.001706485,-0.004115226,-0.003039513
0.008925502,-0.001465932,-0.000589849,,0.001709402,-0.004132231,-0.003048781
0.015726177,-0.000160122,-0.000923788,,0,0,0
0.000974936,-0.005125741,-0.007165973,,-0.005102041,-0.004149378,0
0.02259603,-0.003381082,-0.007760962,,0,0.016666667,0.009174312
-0.01831309,0.010177665,0.002190066,,0.005128205,-0.004098361,-0.004545455
-0.025846895,0.003091858,0,,0.005154639,0.001371742,-0.00152207
-0.003104427,0.003082327,0,,0.005181347,0.001369863,-0.001524391
-0.006693355,0.003072856,0,,0.005208333,0.001367989,-0.001526717
-0.010427192,-0.001901426,0.019511434,,0.005235602,-0.012295082,-0.009174312
0.022983388,-0.014367399,-0.007884866,,-0.005208333,0.029045643,0.018518519
0.003071868,0,-0.006944444,,-0.005181347,-0.012096774,-0.004545455
0.021110074,-0.000563743,0.003341103,,0.005208333,-0.004081633,-0.00456621
0.011062139,0.002256255,0.001936033,,0.00173913,0.00136612,0
-0.034211864,0.002251177,0.001932292,,0.001742161,0.001364257,0
0.005869406,0.00224612,0.001928566,,0.001745201,0.001362398,0
-0.001791774,-0.002721338,-0.001770865,,0.010582011,-0.008163265,-0.009174312
0.007490849,0.009711076,0.006787505,,-0.015625,-0.004115226,0.00462963
0.007387853,-0.008266442,-0.004826477,,-0.020408163,0,0.00921659
0.001802116,-0.002163958,-0.005773672,,0.010309278,0,-0.00456621
0.001885917,0.000214195,0.002710027,,0.00172117,-0.00137741,-0.001529052
-0.005878776,0.00021415,0.002702703,,0.001724138,-0.001379311,-0.001531394
-0.000185989,0.000214103,0.002695418,,0.001727116,-0.001381215,-0.001533742
0.088625468,0.000882967,-0.00499232,,0.005208333,0.004149378,0
0.012447398,-0.002405991,-0.006329602,,-0.015384615,-0.004132231,0.004608295
0.066716148,0.002250977,0.008700381,,-0.010152284,0.01659751,0.013761468
-0.008305708,-0.001283356,-0.005390836,,0,0.008163265,0.004524887
0.009449812,-0.005340944,0,,0.002544529,0,-0.001126126
0.08845294,-0.005369623,0,,0.00255102,0,-0.001127396
0.020707223,-0.005398612,0,,0.002557545,0,-0.001128668
-0.020876755,-0.005427915,-0.012388695,,0.002564103,0,-0.001129944
0.01018479,-0.005334436,-0.009408075,,0.005154639,0.012145749,0.004524887
-0.01539176,-0.002145173,-0.006727345,,-0.010204082,0,0.004504505
0.082975466,-0.004216984,-0.003585657,,0.015544041,0.004,-0.004484305
0.013573315,-0.002020546,-0.000852992,,0,0,0
0.010505438,-0.002024637,-0.00085372,,0,0,0
0.048218981,-0.002028744,-0.00085445,,0,0,0
0.01057646,0.00258985,-0.003607793,,0.005208333,-0.019920319,-0.013513514
-0.038931704,-0.00208316,0.002011587,,0.010526316,-0.008130081,-0.00913242
0.0274994,0.007515047,0.005781739,,-0.010416667,0,0.004608295
-0.008427657,-0.000414412,-0.003992016,,-0.005181347,0.012295082,0.009174312
0.001938192,0.000110552,0.001603206,,-0.003442341,0,0.001515151
0.001787871,0.000110539,0.00160064,,-0.003430531,0,0.00151286
-0.010639498,0.000110528,0.001598082,,-0.003418804,0,0.001510574
0.006147955,0.006133419,0.004786598,,0.005154639,0.004048583,0
-0.030819873,0.000164799,0.001984915,,0,0.008064516,0.004524887
-0.072774952,0.01013092,0.003011094,,-0.005128205,-0.028,-0.013513514
0.022507803,0.002609263,0.005688102,,0.010362694,0.008230453,0
-0.037998011,-0.001463893,0.000864101,,0.001730104,0.004081633,0.00152207
0.026983258,-0.00146604,0.000863355,,0.001733103,0.004065041,0.001519757
-0.001263203,-0.001468192,0.00086261,,0.001736111,0.004048583,0.001517451
0.031537282,-0.001143596,-0.006894931,,-0.025380711,0.004032258,0.013636364
-0.004757196,0.003189393,0.001814596,,-0.005050505,-0.004016064,0
-0.016262637,0.03480887,0.018270594,,-0.01980198,0,0.00896861
-0.006562766,-0.00346622,0.015081206,,0,0.024193548,0.013333333
0.001423892,0.000922261,0.000253968,,-0.001647446,-0.001312336,0
0.012237139,0.000921411,0.000253904,,-0.001644737,-0.001314061,0
-0.013762862,0.000920563,0.000253839,,-0.001642036,-0.001315789,0
-0.019574601,0.001024872,0.003806624,,-0.009756098,-0.007905138,0
-0.027510616,7.87E-05,-0.001289344,,0.009852217,0.007968127,0
0.026134662,-0.002047366,-0.003797084,,0.004950495,-0.003952569,-0.004385965
0.027745609,-0.000552347,0.004345175,,-0.004926108,-0.003968254,0
-0.001192109,0.003631741,-0.000632511,,0.004950495,0.001328021,-0.001468429
0.010336117,0.0036186,-0.000632911,,0.004975124,0.00132626,-0.001470589
0.061524933,0.003605552,-0.000633312,,0.005,0.001324503,-0.001472754
0.001577063,-0.002655389,0.009505703,,0,0,0
0.015719266,0,-0.000753296,,-0.004975124,-0.003968254,0
-0.008792725,-0.004228606,-0.006784772,,-0.009852217,0.007968127,0.008849558
-0.022419384,-0.000275257,0.001366224,,0.002469136,0,-0.001096491
0.001212953,-0.000275334,-0.001591753,,0.002475248,0,-0.001097695
0.00688883,-0.000275409,-0.001594291,,0.00248139,0,-0.001098901
-0.01843484,-0.000275485,-0.001596837,,0.002487562,0,-0.00110011
0.001172915,0.000393662,0.007616146,,0.010050251,0.007905138,0
-0.000457733,0.006059621,-0.000151172,,0.005050505,0.019607843,0.008810573
-0.012319625,0.005475571,0.013229513,,-0.01,-0.015384615,-0.004366812
0.024719618,0.00186717,-0.003954339,,0.005025126,0.00390625,0
0.003467883,-0.007920479,-0.007240949,,0,-0.002594034,-0.001461988
-0.012229653,-0.007983715,-0.007293763,,0,-0.00260078,-0.001464129
-0.010607785,-0.008047967,-0.007347352,,0,-0.002607562,-0.001466276
0.003515225,-0.009465495,0.003062787,,0.015306122,-0.003921569,-0.008810573
-0.008230797,0.003533301,-0.006870229,,0.005128205,-0.011811024,-0.008888889
0.009811422,0.016964031,0.001152959,,-0.010152284,-0.007968127,0
0.009993788,-0.007553694,0.003685221,,0.005102041,0.012048193,0.004484305
-0.000929733,0.000554981,0.00107091,,-0.001697793,-0.001322751,0
-0.007371609,0.000554672,0.001069764,,-0.001694916,-0.001324504,0
-0.003141056,0.000554365,0.001068621,,-0.001692047,-0.00132626,0
-0.000998338,-0.004749074,-0.000914983,,0.020725389,0.007968127,-0.004464286
-0.003340773,-0.00095431,-0.001755323,,0.005208333,0.003952569,0
-0.029215112,-0.010109895,-0.011620795,,-0.005181347,0.027559055,0.01793722
0.000612065,0.011580241,0.00154703,,-0.01025641,0,0.004405286
-0.009351558,-0.000556481,0.002497168,,0,0,0
-0.002800406,-0.00055679,0.002490948,,0,0,0
-0.014396382,-0.000557101,0.002484758,,0,0,0
-0.001845466,-0.003025999,-0.003986202,,0.005154639,-0.003831418,-0.004385965
-0.030495366,-0.002955232,-0.003694297,,-0.010204082,0,0.004405286
0.034199584,-0.011535712,-0.007106991,,-0.005076142,0.003846154,0.004385965
0.014794408,0.008023324,0.004668171,,0.026041667,0.003831418,-0.008733624
-0.009238403,-0.001045182,-0.00020651,,0.003484321,-0.002544529,-0.002936858
-0.006425047,-0.001046274,-0.000206553,,0.003496503,-0.00255102,-0.002945508
0.005278122,-0.001047371,-0.000206596,,0.003508772,-0.002557545,-0.00295421
-0.006030072,-0.00096778,-0.004416893,,0,-0.007692308,-0.004444444
-0.000915979,0.014531323,0.016889788,,0,0.007751938,0.004464286
0.007107059,0.004058264,-0.000918485,,0.005291005,-0.003846154,-0.004444444
0.006511715,7.93E-05,0.003447483,,0.016129032,0.019305019,0.004464286
-0.005664685,-0.000607558,-0.000636229,,0,0,0
0.002966422,-0.000607926,-0.000636634,,0,0,0
-0.024378606,-0.000608297,-0.00063704,,0,0,0
-0.012157433,0.000238163,0.006501951,,-0.005347594,-0.011363636,-0.004444444
-0.04127867,0.001666791,-0.002887977,,-0.005319149,-0.011494253,-0.004464286
-0.073443452,0.00087164,0.001143293,,0.02173913,0,-0.00896861
-0.017251875,-0.006571095,-0.013323182,,0.005464481,-0.019379845,-0.013574661
0.046128166,-0.001381373,0.000205761,,-0.003629764,-0.002635046,0
-0.05296031,-0.001383283,0.000205719,,-0.003616636,-0.002642008,0
-0.06335142,-0.0013852,0.000205677,,-0.003603604,-0.002649007,0
0.04778035,-0.002240709,-0.000231339,,0.022099448,0.007968127,-0.004587156
0.061530061,-0.003689437,-0.001156961,,-0.010928962,-0.007905138,0
0.007665344,-0.010787345,-0.015212355,,0.016666667,0.011952191,0
-0.004787751,0.002522827,0.001568258,,0.005586592,-0.019685039,-0.013824885
-0.031590687,-0.001217642,0,,0.001865671,0.004016064,0.001557632
0.019357246,-0.001219127,0,,0.001869159,0.004,0.00155521
-0.010667905,-0.001220614,0,,0.001872659,0.003984064,0.001552795
0.017945035,0.004969855,0.006811242,,-0.027322404,-0.027777778,-0.004651163
-0.001454074,-0.000243194,-0.002488336,,0.016666667,0.012244898,0
-0.006956052,0.00551411,0.007171812,,0.016949153,0.004032258,-0.004672897
0.002373031,-0.001129024,-0.004798762,,0.005681818,-0.004016064,-0.004694836
-0.008205328,-0.004460679,0.000181469,,0,0.006048387,0.003537736
-0.053661883,-0.004480667,0.000181436,,0,0.006012024,0.003525264
-0.00336663,-0.004500832,0.000181404,,0,0.005976096,0.003512881
0.003752168,-0.004521182,-0.015157404,,0,0.005940594,0.003500583
7.96E-05,0.004110152,-0.001183899,,-0.005649718,0.011811024,0.009302326
0.026311491,-0.005485051,0.004741209,,0.005681818,0.003891051,0
-0.0142763,0.004774407,-0.0043256,,-0.005649718,-0.019379845,-0.00921659
0.003943152,-0.00363208,-0.001843075,,0.005681818,-0.001317523,-0.003100775
-0.004923498,-0.003645319,-0.001846479,,0.005714286,-0.001319261,-0.00311042
-0.016252515,-0.003658657,-0.001849894,,0.005747126,-0.001321004,-0.003120125
0.001503826,0.001159612,-0.0025417,,0.01754386,-0.003968254,-0.009389671
0.006923195,-0.005046753,-0.003822265,,0.01183432,0,-0.004739336
0.00177529,-0.006569108,-0.007753797,,-0.039772727,-0.011952191,0.00952381
-0.004278164,-0.009123663,-0.007894949,,0.005714286,0.012096774,0.004716981
0.002692669,0.000732111,0.000757883,,0.003824092,0.002656043,0
-0.00236803,0.000731576,0.000757309,,0.003838771,0.002649006,0
-0.004837309,0.000731041,0.000756736,,0.003853565,0.002642008,0
-0.019937573,0.001601509,-0.001620352,,-0.011428571,-0.015810277,-0.004694836
-0.018409503,-0.010855853,0.003002516,,0.073619632,0,-0.028301887
-0.072471943,0.002041841,-0.012540453,,0.044871795,-0.004016064,-0.019417476
-0.069587252,-0.005858406,-0.000573535,,0,0.008064516,0.004950495
0.03762012,-0.000683229,-0.001721594,,-0.008474576,-0.016,-0.006568144
-0.026645799,-0.000683697,-0.001724563,,-0.008403362,-0.016260163,-0.006611571
0.008887607,-0.000684164,-0.001727542,,-0.008333333,-0.016528926,-0.006655574
0.083975653,0.006418485,0.007004532,,-0.018404908,0.012605042,0.015075377
-0.030202174,-0.004676828,-0.003846154,,-0.018072289,-0.004149378,0.004950495
-0.026258589,0.002904707,-0.002875216,,0.024691358,0.008333333,-0.004926108
-0.018807704,-0.002811151,0,,0.018867925,-0.02892562,-0.024752475
-0.011746503,-8.54237E-05,0.001565332,,-0.004175366,-0.008510638,-0.003384095
-0.055472752,-8.54302E-05,0.001562886,,-0.004158004,-0.008583691,-0.003395585
-0.003699676,-8.54383E-05,0.001560447,,-0.004140787,-0.008658009,-0.003407155
0.030537846,-0.00700675,-0.002460025,,0.032051282,0.03930131,0.01025641
-0.009097555,0.004818845,0,,-0.025,-0.025210084,-0.005076142
-0.022246263,-0.000256907,-0.003863543,,0.01910828,0.004310345,-0.005102041
-0.040201983,-0.018245649,-0.013863674,,0.006410256,-0.012875536,-0.01025641
-0.086416187,0.004129942,0.000223152,,0.002141327,0.001449275,0
-0.021654525,0.004112955,0.000223102,,0.002145923,0.001447178,0
0.023672188,0.004096109,0.000223052,,0.002150537,0.001445087,0
0.022256495,0.002844109,0.012293026,,0.019736842,0.004329004,-0.005181347
0.049691433,0.009539361,0.005369682,,-0.012987013,0.025862069,0.020833333
0.031291555,0.001447161,0.008052588,,0.013157895,0.016806723,0.005102041
-0.010792571,-0.000425051,-0.006358005,,0,-0.008264463,-0.005076142
0.006836284,0.002636281,0.002734482,,0.018425461,0.003125,-0.005102041
0.044430243,0.00262935,0.002727025,,0.018771331,0.003115265,-0.005128205
0.029076591,0.002622454,0.002719608,,0.019130435,0.00310559,-0.005154639
0.028613825,0.000590609,0.004719284,,0.019503546,0.003095975,-0.005181347
-0.016513812,0.003372983,0.002186589,,0.02919708,-0.032921811,-0.03125
-0.030144427,0.001932961,0.000242424,,0,0.025531915,0.016129032
0.002525899,-0.001929232,-0.002827597,,-0.041958042,0,0.015873016
0.020205784,0.002269113,0.002754598,,-0.004640371,-0.005532503,-0.001736111
-0.002594776,0.002263975,0.002747031,,-0.004618937,-0.005563283,-0.001739131
-0.020640651,0.002258861,0.002739505,,-0.004597701,-0.005594405,-0.00174216
0.009608371,0.001836344,0.004660506,,0.021126761,0.004219409,-0.005235602
-0.007665336,-0.005665731,-0.005198752,,-0.034013605,-0.012605042,0.005263158
-0.062999421,-0.006871116,-0.008843866,,0.027972028,0.017021277,0
-0.001601435,-0.001434349,0,,-0.020547945,-0.020920502,-0.005235602
-0.032986683,-0.000816787,-0.001081549,,0.004587156,0,-0.001754386
0.023158605,-0.000817454,-0.00108272,,0.004608294,0,-0.00175747
-0.004237611,-0.000818123,-0.001083893,,0.00462963,0,-0.001760563
0.011923166,0.000338811,0.000406901,,-0.020408163,0.004273504,0.010582011
-0.060743336,-0.014309856,-0.004718132,,0,0.008510638,0.005235602
0.027415991,-0.010480216,-0.017572538,,-0.013422819,-0.025316456,-0.010416667
-0.01823517,-0.021963694,-0.031364393,,-0.026143791,0,0.010526316
-0.040833565,-0.001508971,0.001002033,,-0.004338395,0,0.001736111
0.003778082,-0.001511251,0.00100103,,-0.004319654,0,0.001733103
0.004601298,-0.001513539,0.001000029,,-0.004301075,0,0.001730104
0.009838318,0.000624155,-0.001113204,,0.040268456,0.017316017,-0.005181347
0.027122888,-0.021653894,-0.021003,,-0.032467532,-0.012765957,0.005208333
0.028861864,0.00081971,0.00262697,,-0.025316456,-0.00862069,0.005181347
-0.020063464,0.028121624,0.008296943,,-0.006289308,-0.004347826,0
0.009349478,-0.007406102,0.00216544,,0.00210084,0.001455604,0
0.050138712,-0.007461362,0.002160761,,0.002105264,0.001453489,0
0.00728624,-0.007517452,0.002156102,,0.002109704,0.001451379,0
0.005811441,0.014303839,-0.004733219,,0.01607717,-0.002173913,-0.007731959
0.145759864,-0.004819716,0.006917423,,0.016339869,-0.002178649,-0.007792208
-0.007183352,0.001524646,-0.002318592,,0.033783784,-0.004366812,-0.015706806
-0.049750935,0.025073906,0.00619728,,0.020689655,0.021929825,0.005319149
-0.050594894,-0.001223022,0.003849444,,0.006944444,-0.004291845,-0.005291005
0.028804883,-0.00122452,0.003834683,,0.006993007,-0.004310345,-0.005319149
-0.001514262,-0.001226021,0.003820034,,0.007042254,-0.004329004,-0.005347594
-0.032794285,0.008768084,0.008710359,,0,-0.017391304,-0.010752688
0.015034466,-0.011907892,0.002682763,,0.021582734,0.004424779,-0.005434783
-0.060014239,0.010380023,-0.005016722,,-0.014184397,0.008810573,0.010928962
-0.018082778,0.004614296,0.011596639,,-0.020833333,-0.004366812,0.005405405
0.005533275,-0.000808846,-0.001744476,,0.002320185,0.001461988,0
0.041596725,-0.0008095,-0.001747524,,0.002325582,0.001459854,0
0.023542808,-0.000810156,-0.001750584,,0.002331002,0.001457726,0
-0.004327843,0.002345548,0.00125261,,-0.027210884,-0.026200873,-0.005376344
-0.021159944,-0.001906682,-0.001251043,,0.020833333,-0.013452915,-0.016216216
0.006726311,-0.013242458,-0.002254697,,0.017667845,-0.002272727,-0.008241758
0.0202173,-0.013420174,-0.010043522,,0.017985612,-0.002277904,-0.008310249
-0.003904447,0.013290521,0.003156352,,0,0,0
0.007195088,0.013116201,0.003146421,,0,0,0
0.002987553,0.012946392,0.003136552,,0,0,0
0.006181366,-0.012352058,0.000837521,,0.022058824,-0.00456621,-0.011173184
-0.016999772,0.01033527,0.008200837,,-0.014492754,0.009174312,0.011299435
-0.016406287,-0.003868349,0.003486056,,0.014705882,-0.009090909,-0.011173184
0.020457046,-0.012512919,-0.012406948,,0.007407407,-0.013761468,-0.011299435
-0.004867026,0.003932533,-0.000279174,,0.027918782,0.004651163,-0.007619047
0.000995243,0.003917127,-0.000279252,,0.028720626,0.00462963,-0.007677544
-0.035371952,0.003901844,-0.00027933,,0.029569893,0.004608295,-0.007736944
-0.028475818,0.020815366,0.028499581,,-0.074626866,-0.027522936,0.011695906
-0.012085408,-0.001946044,0.001629992,,0.05511811,0.014150943,-0.011560694
0.009138231,-0.002288886,-0.010333605,,0,-0.009302326,-0.005847953
0.005808745,-0.002379115,0.000575516,,0.058333333,-0.023474178,-0.035294118
-0.014140159,-0.008573957,-0.002109011,,0.008403361,-0.001602564,-0.004065041
0.011960628,-0.008648106,-0.002113469,,0.008474576,-0.001605137,-0.004081632
-0.018580438,-0.008723547,-0.002117945,,0.008547009,-0.001607717,-0.004098361
-0.048180799,0.004895515,-0.005623088,,-0.033057851,0.009661836,0.018518519
-0.028117657,-0.005915616,-0.005571726,,-0.008196721,-0.004784689,0
-0.024054994,0.007701103,0.002676033,,0.016666667,0.009615385,0
0.01941732,-0.003300087,-0.002919099,,-0.05511811,-0.004761905,0.018181818
0.036782297,-0.006447661,-5.58E-05,,-0.005221932,0.003189793,0.003968254
-0.025713115,-0.006489503,-5.58E-05,,-0.005194805,0.00317965,0.003952569
0.034279019,-0.006531892,-5.58E-05,,-0.005167959,0.003169572,0.003937008
0.008454456,0.001688094,-0.016313896,,-0.007692308,-0.004739336,0
-0.035637672,0.00026609,0,,0.031746032,0,-0.011764706
-0.011692392,0.009133657,0,,0,-0.004761905,-0.00297619
0.029833856,0.009050989,0,,0,-0.004784689,-0.002985075
-0.039224759,-0.003367308,0.002749901,,0.010695187,0,-0.003992016
0.005940481,-0.003378685,0.00274236,,0.010810811,0,-0.004008016
-0.016374494,-0.003390139,0.00273486,,0.010928961,0,-0.004024145
-0.005433756,0.013460007,0.017292282,,0.008264463,-0.004807692,-0.006060606
0.030176105,-0.014062457,0,,-0.047244094,0.009661836,0.024390244
-0.018272846,0.002201092,0,,-0.011673152,0.007177033,0.008928571
0.003409351,0.002196258,-0.028192371,,-0.011538462,0.007125891,0.008849558
-0.098262412,0.005025716,0.007963595,,0.012987013,-0.014150943,-0.013645224
-0.07048066,0.005000584,0.007900677,,0.013157894,-0.014354067,-0.013833992
0.039246634,0.004975703,0.007838746,,0.013333334,-0.014563107,-0.014028056
0.041027789,0.011398963,0.008583333,,0.077586207,-0.034482759,-0.048780488
0.028247066,-0.005891419,0.000165248,,0,0.010204082,0.006410256
-0.035415724,-0.00420852,0.004130525,,-0.041322314,0.025252525,0.031847134
