Date,Open,High,Low,Close,Volume,Market Cap,,,
Sep-11-2022,21648.39,21810.00021,21381.9013,21789.45241,51346227840,4.13659E+11,,,Use column E and colum A for BTC data
Sep-10-2022,21362.69347,21767.7515,21166.98725,21661.704,62426090340,4.09414E+11,,,
Sep-09-2022,19324.6317,21396.56903,19323.3601,21370.64087,60209335509,3.96785E+11,,,
Sep-08-2022,19283.33315,19428.68675,19081.5462,19318.4204,49633780892,3.68645E+11,,,
Sep-07-2022,18785.90733,19446.587,18578.84042,19275.30356,56371120128,3.61859E+11,,,
Sep-06-2022,19786.6074,20154.40267,18744.9048,18812.06104,48719532558,3.75268E+11,,,
Sep-05-2022,20000.39948,20040.55329,19660.14857,19808.09596,35287255189,3.78844E+11,,,
Sep-04-2022,19830.80646,19999.59658,19620.9343,19975.3081,30188903488,3.7903E+11,,,
Sep-03-2022,19957.5713,20046.5481,19678.207,19834.79562,46422244779,3.79758E+11,,,
Sep-02-2022,20123.43013,20409.61699,19787.50041,19927.5466,53777627900,3.84505E+11,,,
Sep-01-2022,20053.474,20185.9976,19619.6549,20145.5884,59976236430,3.8222E+11,,,
Aug-31-2022,19794.2573,20438.0133,19794.2573,20046.9471,68910236345,3.86652E+11,,,
Aug-30-2022,20295.05747,20558.0115,19595.5805,19768.0653,59130067822,3.85411E+11,,,
Aug-29-2022,19539.5807,20360.7005,19539.5807,20280.87118,50011859822,3.82224E+11,,,
Aug-28-2022,20032.7284,20133.3567,19606.7351,19606.7351,41580848932,3.82562E+11,,,
Aug-27-2022,20254.82006,20331.54696,19870.57393,20050.5705,59715633081,3.84932E+11,,,
Aug-26-2022,21563.19311,21812.7889,20122.77851,20215.51485,54504579115,4.04942E+11,,,
Aug-25-2022,21367.72491,21773.14866,21330.7948,21591.28483,50399097415,4.13233E+11,,,
Aug-24-2022,21512.99519,21826.3262,21172.07432,21378.10481,50558561664,4.10769E+11,,,
Aug-23-2022,21412.8329,21632.79067,20946.7834,21516.13082,56455916260,4.09246E+11,,,
Aug-22-2022,21511.40548,21511.40548,20931.27811,21418.635,48612705849,4.06816E+11,,,
Aug-21-2022,21138.10908,21671.11018,21085.99916,21515.70635,42209985479,4.08763E+11,,,
Aug-20-2022,20836.67633,21336.82388,20829.83792,21163.4085,61145030799,4.04935E+11,,,
Aug-19-2022,23192.0722,23192.0722,20840.72427,20840.72427,56799885625,4.1776E+11,,,
Aug-18-2022,23338.393,23575.6112,23140.45858,23206.1852,50975738596,4.47831E+11,,,
Aug-17-2022,23858.86042,24416.598,23213.05903,23311.75915,55592942003,4.53257E+11,,,
Aug-16-2022,24088.5357,24236.6282,23707.5439,23889.74606,59133679900,4.58345E+11,,,
Aug-15-2022,24300.94304,25136.0173,23804.7166,24146.6057,59267124807,4.63906E+11,,,
Aug-14-2022,24443.20772,24975.3551,24177.63291,24323.00217,45036090766,4.68506E+11,,,
Aug-13-2022,24399.2979,24879.86331,24334.20221,24427.97318,55096228622,4.6893E+11,,,
Aug-12-2022,23934.3906,24417.5757,23644.7259,24395.938,74588843079,4.58429E+11,,,
Aug-11-2022,23956.8358,24838.02258,23872.7772,23928.9778,86265117554,4.65825E+11,,,
Aug-10-2022,23145.39408,24149.62713,22734.43796,23940.2045,75259928007,4.47407E+11,,,
Aug-09-2022,23817.559,23892.834,22906.4602,23158.6991,70921624871,4.48027E+11,,,
Aug-08-2022,23173.56449,24223.89166,23173.56449,23792.955,61125921052,4.54755E+11,,,
Aug-07-2022,22941.6741,23371.0648,22864.3859,23170.70242,37227900821,4.41071E+11,,,
Aug-06-2022,23296.01436,23327.09846,22938.3603,22938.3603,46671867100,4.43172E+11,,,
Aug-05-2022,22603.22935,23440.18661,22603.22935,23225.78975,1.29512E+11,4.40926E+11,,,
Aug-04-2022,22817.3353,23200.51931,22449.9977,22635.52,63618554425,4.36671E+11,,,
Aug-03-2022,22986.79764,23567.7332,22722.4086,22812.3048,61731132919,4.4285E+11,,,
Aug-02-2022,23281.93087,23423.38037,22683.0436,22963.82554,64458226290,4.38874E+11,,,
Aug-01-2022,23311.5556,23475.5943,22864.67662,23311.59284,63362851484,4.43686E+11,,,
Jul-31-2022,23635.63636,24167.15107,23258.2971,23314.4296,70552922681,4.5333E+11,,,
Jul-30-2022,23789.5514,24589.35357,23550.6775,23642.24323,78457212018,4.59087E+11,,,
Jul-29-2022,23852.00876,24298.65222,23452.4636,23746.2734,82637280583,4.56243E+11,,,
Jul-28-2022,22954.99807,24139.4757,22713.87195,23847.01344,95390300729,4.45314E+11,,,
Jul-27-2022,21279.62235,22943.12042,21047.5454,22943.12042,74499287061,4.13621E+11,,,
Jul-26-2022,21317.184,21317.184,20737.03582,21206.71524,80699937496,4.01725E+11,,,
Jul-25-2022,22583.91577,22620.9539,21340.4673,21340.4673,63096376192,4.19308E+11,,,
Jul-24-2022,22459.03629,22990.39361,22295.8444,22600.78471,64037183873,4.32555E+11,,,
Jul-23-2022,22683.3616,22971.2668,22000.69088,22471.3157,66410503533,4.29971E+11,,,
Jul-22-2022,23153.3584,23679.19482,22559.0086,22701.085,86243476341,4.4195E+11,,,
Jul-21-2022,23219.1382,23403.2821,22369.09692,23180.0875,91477466453,4.38037E+11,,,
Jul-20-2022,23409.933,24237.7006,22966.7746,23244.5742,93750028124,4.50054E+11,,,
Jul-19-2022,22517.0955,23695.7738,21620.9054,23407.3451,1.042E+11,4.30167E+11,,,
Jul-18-2022,20787.37682,22688.71683,20787.37682,22440.03658,75819726180,4.16831E+11,,,
Jul-17-2022,21207.85095,21605.86931,20769.40226,20769.40226,63000171477,4.05281E+11,,,
Jul-16-2022,20825.95713,21507.16927,20514.6608,21192.11367,67204086400,3.98561E+11,,,
Jul-15-2022,20587.367,21161.56873,20406.85345,20831.31137,70225059640,3.96978E+11,,,
Jul-14-2022,20241.3541,20748.3833,19659.56011,20587.5358,67129015438,3.85429E+11,,,
Jul-13-2022,19330.0263,20223.0186,19001.01635,20187.1528,55545072384,3.74602E+11,,,
Jul-12-2022,19961.3584,20043.3868,19313.26076,19313.26076,48327162041,3.77451E+11,,,
Jul-11-2022,20849.27192,20849.27192,19930.49038,19992.29457,49043628075,3.91019E+11,,,
Jul-10-2022,21584.98166,21589.42303,20701.0522,20857.65584,54982980252,4.03608E+11,,,
Jul-09-2022,21594.39562,21951.0266,21424.1627,21592.74175,83660958023,4.12806E+11,,,
